,age,company,desc,jcid,jkid,job_no,loc,query_date,query_time,title
888,17 days ago,McDonald's Corporate,"Working experience writing SQL queries. McDonald’s is proud to be one of the most recognized brands in the world, with restaurants in over 100 countries and...",c612fe68da7ef1bd,130fe4ed0dfa6c9f,3,"Chicago, IL",2018-10-29,20:50:00,Sr. Business Tech Analyst
889,27 days ago,McDonald's Corporate,"Advanced SQL coding skills preferred. Experience with Redshift, NoSQL, Cassandra, and SQL Server is preferred....",c612fe68da7ef1bd,5106afe4102b1e50,4,"Chicago, IL",2018-10-29,20:50:00,Data Architect/Data Modeler
890,30+ days ago,McDonald's Corporate,"Significant experience in R, Python, or SAS; Design sophisticated statistical models to analyze test performance using SAS, R, or Python....",c612fe68da7ef1bd,e24c949536adc5af,5,"Chicago, IL",2018-10-29,20:50:00,Manager of Advanced Analytics
891,30+ days ago,McDonald's Corporate,"Ability to program and build scalable models using SAS, R, Python. Provide leadership to global pricing teams in developing, designing, evaluating analytic...",c612fe68da7ef1bd,0bc462f2fc5f1d54,6,"Chicago, IL",2018-10-29,20:50:00,Senior Director of Pricing Analytics
892,2 days ago,Starbucks,"Exposure and business-applicable experience in several data ETL (Teradata, Oracle, SQL, Python, Java, Ruby, Pig), preferred....",a88e611ddef97571,e3b4651b00bd0f00,1,"Seattle, WA 98134 (Industrial Complex area)",2018-10-29,20:50:00,"data analyst, Retail Operations - SSC - Seattle, WA"
893,4 days ago,Starbucks,"Experience providing user support to Customer Analytics business organization – prefer experience with Microsoft Azure Data Lake, Azure SQL DB, Azure SQL Data...",a88e611ddef97571,6d095066377bc775,2,"Seattle, WA 98134 (Industrial Complex area)",2018-10-29,20:50:00,"senior systems analyst, BI & Data Services, Starbucks Techno..."
894,6 days ago,Starbucks,"Go, C, C++, Java, Python, Scala, and/or Ruby. Job Summary & Mission....",a88e611ddef97571,2ffb68221ba88eb6,3,"Seattle, WA 98134 (Industrial Complex area)",2018-10-29,20:50:00,"senior site reliability engineer, Unified Commerce Platform,..."
895,9 days ago,Starbucks,"Completed coursework or experience in Java, JavaScript, Swift, C#, C++, HTML, SQL, AWS, Azure, data structures, and/or database systems preferred....",a88e611ddef97571,63ec3df40e0bc01f,4,"Seattle, WA",2018-10-29,20:50:00,"undergraduate intern, Application Development & Software Eng..."
896,9 days ago,Starbucks,"Experience SQL Platform. Working knowledge of Java or Scala or C#, SQL, No-SQL Platforms is a plus, Hadoop, YARN, MapReduce, Pig or Hive, Spark, AWS, Azure CI...",a88e611ddef97571,7f52ff6210338408,5,"Seattle, WA",2018-10-29,20:50:00,"undergraduate intern, Data Science Engineer - Starbucks Tech..."
897,11 days ago,Starbucks,Strong working knowledge of SQL and No-SQL persistence approaches; This job contributes to Starbucks success by developing cost-effective information technology...,a88e611ddef97571,8033a693f450b738,6,"Seattle, WA",2018-10-29,20:50:00,"senior microservices engineer, Starbucks Technology - Seattl..."
898,13 days ago,Starbucks,"Experience in at least two relevant scripting or programming languages (Ruby, Perl, Python, Shell, PowerShell, etc.). Job Summary and Mission....",a88e611ddef97571,e22c0d77db223a70,7,"Seattle, WA 98134 (Industrial Complex area)",2018-10-29,20:50:00,"senior site reliability engineer, Starbucks Technology - Sea..."
899,20 days ago,Starbucks,"Completed coursework or experience in HTML, C++, Java, C#, SQL, data structures, and/or database systems preferred. Now Brewing – Technologists!...",a88e611ddef97571,4fa1192f8a26e958,8,"Seattle, WA",2018-10-29,20:50:00,"undergraduate intern, Information Security - Starbucks Techn..."
900,26 days ago,Starbucks,Script development and application testing (knowledge in SQL preferred). This job contributes to Starbucks success by providing business expertise in...,a88e611ddef97571,b7fa06fa127633e2,9,"Seattle, WA",2018-10-29,20:50:00,"senior business systems analyst, Corporate Accounting - Seat..."
901,30+ days ago,Starbucks,Strong working knowledge of SQL and No-SQL Platforms. Job Summary and Mission....,a88e611ddef97571,af8bb93d1f4faa5f,10,"Seattle, WA 98134 (Industrial Complex area)",2018-10-29,20:50:00,"application developer principal, Information Technology -SSC..."
902,Just posted,Qualcomm,Experience in implementing Automation scripts using Perl or Python. Location California - San Diego....,d40ebe11fc879426,d25c39a07dec2463,1,"San Diego, CA",2018-10-29,20:50:01,Systems Performance Engineer
903,Just posted,Qualcomm,"1+ years experience with Programming Language such as C, C++, Java, Python, etc. Location California - San Diego....",d40ebe11fc879426,e115f35af2efcb01,2,"San Diego, CA",2018-10-29,20:50:01,Embedded Software Engineer - Linux Audio Technology
904,1 day ago,Qualcomm,"1+ years experience with Programming Language such as C, C++, Java, Python, etc. Location California - San Diego....",d40ebe11fc879426,07d3e073cc2530c6,3,"San Diego, CA",2018-10-29,20:50:01,Software Engineer
905,1 day ago,Qualcomm,"C++, C#, Python, JAVA. 1+ years experience with Programming Language such as C, C++, Java, Python, etc. Location California - San Diego....",d40ebe11fc879426,1f28ffcac9be4a99,4,"San Diego, CA",2018-10-29,20:50:01,Software Engineer - Engineer to Senior Engineer
906,1 day ago,Qualcomm,"Scripting languages such as Python and Perl. 1+ years experience with Programming Language such as C, C++, Java, Python, etc. Location California - San Diego....",d40ebe11fc879426,31e252eeef13380e,5,"San Diego, CA",2018-10-29,20:50:01,Embedded Software Engineer
907,1 day ago,Qualcomm,"Knowledge in scripting languages (e.g., Perl, Python, etc.). 1+ years experience with Programming Language such as C, C++, Java, Python, etc....",d40ebe11fc879426,8bdfaca84ec553be,6,"San Diego, CA",2018-10-29,20:50:01,Embedded Software Engineer – Core Platform Software team
908,1 day ago,Qualcomm,"2+ years experience with Programming Language such as C, C++, Java, Python, etc. Location California - San Diego....",d40ebe11fc879426,487a3ef20cd1eb11,7,"San Diego, CA",2018-10-29,20:50:01,Linux Security Software Engineer
909,4 days ago,Qualcomm,"Ability to program effectively in C/C++, Python and/or Matlab. Location California - San Diego....",d40ebe11fc879426,68157d478f83674f,8,"San Diego, CA",2018-10-29,20:50:01,Systems Engineer- IMS and VoNR/VoLTE/VoWiFi
910,4 days ago,Qualcomm,"2+ years experience with Programming Language such as C, C++, Java, Python, etc. Location California - San Diego....",d40ebe11fc879426,54d463e6299e458d,9,"San Diego, CA",2018-10-29,20:50:01,Embedded Software Engineer – Boot Firmware
911,5 days ago,Qualcomm,"Location California - San Diego Job Overview Work as part of a large test and engineering systems organization which handles test automation infrastructure,...",d40ebe11fc879426,d9a298ac85cd32d8,10,"San Diego, CA",2018-10-29,20:50:01,Power & Thermal Systems Test Engineer
912,30+ days ago,Dollar Tree,"Deep understanding of SQL including query, DML, DDL, procedures and functions. The Systems Analyst (Supply Chain, Catalyst WMS) is responsible for the design,...",b36f221bec806171,397782fd8536eeef,1,"Chesapeake, VA 23320 (Greenbrier West area)",2018-10-29,20:50:02,C/Pro-C Developer (Supply Chain /Catalyst WMS
913,30+ days ago,Dollar Tree,"SQL. Proficiency coding in R, Python, Excel VBA, and other statistical packages. Ability to effectively manage large amounts of data in multiple databases,...",b36f221bec806171,b52e54d985188267,2,"Chesapeake, VA 23320 (Greenbrier West area)",2018-10-29,20:50:02,MACHINE LEARNING SPECIALIST
914,10 days ago,Auto Plus Pep Boys,"Solid working proficiency with analytics, BI tools and languages such as Adobe Analytics (Omniture), Google Analytics, SQL, SPSS, Oracle, Tableau, R, etc....",e1f13fe8113b466a,b13fa221e1465c2e,1,"Philadelphia, PA",2018-10-29,20:50:04,Sr Marketing Analyst
915,Today,AFLAC,"Advanced database skills with experience using MS Access, SQL knowledge of how relational databases work. Sr Business Analyst(Job Number:....",8e5dab8caa064d1b,79940d69ae54a10d,1,"Columbus, GA",2018-10-29,20:50:04,Sr Business Analyst
916,11 days ago,AFLAC,"Ability to write advanced computational algorithms for financial models in programming languages such as C++ / C# / QuantLib, Python, MatLab, etc. is essential....",8e5dab8caa064d1b,8c508efa80befb77,2,"New York, NY",2018-10-29,20:50:04,Intern
917,12 days ago,AFLAC,"Extensive model development experience in C#, Python, and VBA is a must. Head of Quantitative Risk(Job Number:....",8e5dab8caa064d1b,a1c47b70700790ad,3,"New York, NY",2018-10-29,20:50:04,Head of Quantitative Risk
918,18 days ago,AFLAC,"Systems Administrator(Job Number: 50954428) Description Spread Your Wings We are the Duck. We inspire and are inspired, listen and respond, empower our...",8e5dab8caa064d1b,f96d0a6fbd83b3f8,4,"Columbus, GA",2018-10-29,20:50:04,Systems Administrator
919,30+ days ago,AFLAC,"Ability to write advanced computational algorithms for financial models in programming languages such as C++ / C# / QuantLib, Python, MatLab, etc. is essential....",8e5dab8caa064d1b,4d6344a11871253a,5,"New York, NY",2018-10-29,20:50:04,Investment Risk Associate
920,30+ days ago,AFLAC,"Understanding of relational database systems and a good working knowledge of SQL. Expertise with Microsoft SQL database, Microsoft SSRS (SQL Server Reporting...",8e5dab8caa064d1b,4cb30d7069058b0b,6,"Columbus, GA",2018-10-29,20:50:04,Senior Application Developer
921,30+ days ago,AFLAC,Create SQL database queries for metrics and various reporting. Senior Systems Security Administrator(Job Number:....,8e5dab8caa064d1b,951500edba561db9,7,"Columbus, GA",2018-10-29,20:50:04,Senior Systems Security Administrator
922,6 days ago,Penske,"Java/J2EE, Spring, Mybatis, Windows OS, DB2, SQL, HTML, Javascript, CSS, and Oracle. A Penske Programmer Analyst will develop and maintain computer applications...",99e4b5568c45faf5,597e98eb657a0df8,1,"Reading, PA",2018-10-29,20:50:06,Programmer Analyst
923,18 days ago,Penske,"Understanding of data support languages such as SQL, Java, Pearl, R, Python or MADlib. Working knowledge of SAS, SPSS, SQL Server and other analytical tools....",99e4b5568c45faf5,8b1c04077ece5d6a,2,"Reading, PA",2018-10-29,20:50:06,"Analyst, Connected Fleet"
924,30+ days ago,Penske,"Design and development experience with SQL. Analyze, extract, remove, manipulate data using SQL (structured query language)....",99e4b5568c45faf5,3bfb4426faee1234,3,"Grand Prairie, TX",2018-10-29,20:50:06,WMS Systems Analyst
925,30+ days ago,Penske,Experience with Linux scripting is required (Perl and/or Korn shell/Bourne Shell/ Python). Data Platform Developer will work on all aspects of Gemfire / in...,99e4b5568c45faf5,2af1ee476320e82b,4,"Reading, PA",2018-10-29,20:50:06,Data Platform Developer
926,30+ days ago,Penske,"SQL - Experience in writing optimized complex SQL statements. Oracle, iSeries DB2 and MS SQL Server database experience;...",99e4b5568c45faf5,feebfadba1b19f98,5,"Reading, PA",2018-10-29,20:50:06,"Senior Java Web Analyst, Angular"
927,30+ days ago,Penske,"DB2, Oracle and SQL databases. The Disaster Recovery Administrator (DRA) is responsible for planning, scheduling and participating in Disaster Recovery...",99e4b5568c45faf5,473ef2f724a17c1c,6,"Reading, PA",2018-10-29,20:50:06,Disaster Recovery Administrator
928,30+ days ago,Penske,Strong grasp of advanced SQL writing and query tuning/optimization. 7 years of strong experience in any industry standard ETL tools....,99e4b5568c45faf5,333f36840daa4a66,7,"Reading, PA",2018-10-29,20:50:06,Data Warehouse Developer (Sr ETL Programmer)
929,30+ days ago,Penske,"SQL – Experience in writing optimized complex SQL statements. Oracle, iSeries DB2 and MS SQL Server database experience....",99e4b5568c45faf5,3cedcf725696ada1,8,"Reading, PA",2018-10-29,20:50:06,Senior Mobile iOS Developer
930,30+ days ago,Penske,SQL - Experience in writing optimized complex SQL statements. A Penske Senior Programmer Analyst develops and maintains computer applications for end user...,99e4b5568c45faf5,fc738cd9f4a7c330,9,"Reading, PA",2018-10-29,20:50:06,Senior Programmer Analyst
931,30+ days ago,Penske,"SQL, ORACLE, DB2 (AS400/iSeries). Systems Analyst is responsible to lead analytical efforts associated with multiple projects, which are based on requirements...",99e4b5568c45faf5,2c4b8da00699f31b,10,"Reading, PA",2018-10-29,20:50:06,Senior Systems Analyst
932,4 days ago,Southwest Airlines,"Alteryx, R, Python). SQL, Alteryx, Hadoop, Tableau). We are committed to provide our Employees a stable work environment with equal opportunity for learning and...",96b867feb66827c1,67d7e6982c3dad63,1,"Dallas, TX",2018-10-29,20:50:08,Manager System and Support (ext)
933,6 days ago,Southwest Airlines,"6+ years of experience with an ETL tool, preferably Ab Initio. Experience in scripting languages such as Python or Javascript including testing frameworks, a...",96b867feb66827c1,4c7e54ca960ddb94,2,"Dallas, TX",2018-10-29,20:50:08,Sr Software Engineer
934,18 days ago,Southwest Airlines,"Ability to acquire data from relational databases using SQL (Teradata, MySQL, SQLite, and/or Oracle) required....",96b867feb66827c1,ca8bc27acd3046ee,3,"Dallas, TX",2018-10-29,20:50:08,Ground Operations - Analytics Intern - Summer 2019
935,23 days ago,Southwest Airlines,"Data integration experience in software like SQL. Data science model scripting and programing experience in software like R, Python, FICO Express, SAS, SPSS, C+...",96b867feb66827c1,90efbd8a237a2d78,4,"Dallas, TX",2018-10-29,20:50:08,Senior Data Scientist
936,30+ days ago,Southwest Airlines,"Strong experience with R, Python and Alteryx and C++. We are committed to provide our Employees a stable work environment with equal opportunity for learning...",96b867feb66827c1,a634e37d616a9dd6,5,"Dallas, TX",2018-10-29,20:50:08,Sr Operations Research Developer
937,30+ days ago,Southwest Airlines,Programing Languages – Python. We are committed to provide our Employees a stable work environment with equal opportunity for learning and personal growth....,96b867feb66827c1,cbaef3be147e571b,6,"Dallas, TX",2018-10-29,20:50:08,System Engineer - Network Automation
938,30+ days ago,Southwest Airlines,"Experience with SQL. Fluency in at least one programming language such as Ruby, Java, JavaScript / Node.js, Python, Bash, Perl....",96b867feb66827c1,2c62f57043ae81ed,7,"Dallas, TX",2018-10-29,20:50:08,Site Reliability Engineer
939,Just posted,Comcast,Excel and PowerPoint)- Proficient in SQL queries and performing complex data analysis- Solid communication skills with a focus on communicating key insights...,ea25315ee9da22e5,6b17a149d5295234,1,"Philadelphia, PA 19103 (Belmont area)",2018-10-29,20:50:08,"Manager, Loyalty Analytics and Strategy"
940,Just posted,Comcast,Develop scalable processes to support and benefit the competitive data architecture vision as it relates to various reporting platforms.- Train others...,ea25315ee9da22e5,6c7467d2adab924f,2,"Philadelphia, PA 19103 (Belmont area)",2018-10-29,20:50:08,"Sr Analyst, Competitive Planning & Strategy"
941,Just posted,Comcast,"Proficient in SQL, MySQL.- Advanced Excel knowledge required.- Preferred MS/MA plus 3-5 years related experience.- Previous cable or telecom experience...",ea25315ee9da22e5,67fcf4ef953dcd33,3,"Philadelphia, PA 19103 (Belmont area)",2018-10-29,20:50:08,"Manager, Data Visualization Delivery"
942,Just posted,Comcast,"Effective communication skills- Strong quantitative and qualitative analysis capabilities- Practical experience to sales, billing, and/or financial reporting-...",ea25315ee9da22e5,6db1f6ec9c10ede7,4,"Tigard, OR 97223",2018-10-29,20:50:08,"Sr. Analyst, Finance & Sales Operations"
943,Just posted,Comcast,"Automate network deployments using Python, Ansible, or other automation tools. FreeWheel, A Comcast Company, comprised of FreeWheel Publishers, FreeWheel...",ea25315ee9da22e5,7ced7024eb9d2c9b,5,"New York, NY 10001 (Chelsea area)",2018-10-29,20:50:08,Senior Network Engineer (Cisco)
944,Just posted,Comcast,"Experience with programming languages like Java, C++, Python;-Experience with Web and Integration development frameworks like Angular JS, Spring etc;-Experience...",ea25315ee9da22e5,f67781d9b3c69867,6,"Hamilton, OH 45011",2018-10-29,20:50:08,Software Development Engineer
945,Just posted,Comcast,Comcast brings together the best in media and technology. We drive innovation to create the world's best entertainment and online experiences. As a Fortune 50...,ea25315ee9da22e5,264b05f8946520ca,7,"Philadelphia, PA 19103 (Belmont area)",2018-10-29,20:50:08,"Java Software Developer, Eng2"
946,Just posted,Comcast,"Cloud building blocks Data center, compute, storage, network, tools & automation.-Extensive platform design experience in private and public cloud IaaS (vSphere...",ea25315ee9da22e5,0c07975207dc0ac6,8,"West Chester, PA 19380",2018-10-29,20:50:08,Principal Platform Architect Engineer
947,Today,Comcast,"By providing these tools to engineers across the company, we strive to make security easy for other teams while upholding high standards of quality and...",ea25315ee9da22e5,b45e33db8ca4f801,9,"Philadelphia, PA 19103 (Belmont area)",2018-10-29,20:50:08,"Software Developer 3, Security"
948,Today,Comcast,"1+ years of software experience using python frameworks (django, flask).- Designing and developing scalable web services using RESTful or SOAP services with...",ea25315ee9da22e5,360da971484d339c,10,"Mount Laurel, NJ 08054",2018-10-29,20:50:08,"Eng 3, OpenStack Systems Administrator"
949,3 days ago,Thermo Fisher Scientific,We are seeking an Algorithm Development Scientist to join our research and development team responsible for the development of next generation computing...,126e3afd205caa95,c8134aedd5ed249a,1,"Tewksbury, MA 01876",2018-10-29,20:50:09,Algorithm Development Scientist
950,3 days ago,Thermo Fisher Scientific,"Specific duties will include, but not limited to, running experiments on all Ion Torrent systems, collecting and analyzing data, constructing new command...",126e3afd205caa95,7d7d19ba38b1e431,2,"South San Francisco, CA 94083",2018-10-29,20:50:09,Systems Engineer III
951,5 days ago,Thermo Fisher Scientific,Responsibilities will include tracking monthly Product revenue in excess of $350M and working with leadership team as well as across 35 global Business...,126e3afd205caa95,cafccd1dc3b7ae38,3,"Carlsbad, CA 92009",2018-10-29,20:50:09,Sr. Financial Analyst
952,6 days ago,Thermo Fisher Scientific,"Roll out and lead strategic discussions with suppliers – Align ABC stratification, lead time alignment, optimize LOTC Schedule, MOQ and minimum review...",126e3afd205caa95,dd59f14510880bd1,4,"Pittsburgh, PA 15202",2018-10-29,20:50:09,Buyer
953,6 days ago,Thermo Fisher Scientific,"Develop tools and reports in SQL, Excel, and other tools to help guide sales team in setting strategic prices in the market, implement pricing improvement...",126e3afd205caa95,7cbf2b15006a320e,5,"Carlsbad, CA 92009",2018-10-29,20:50:09,"Analyst, Global Strategic Pricing"
954,6 days ago,Thermo Fisher Scientific,"Must be able to perform independently all standard SAP Basis Administrator duties including installations, upgrades, migrations, patches, system copies, user...",126e3afd205caa95,1befe7438216f02c,6,"Carlsbad, CA 92009",2018-10-29,20:50:09,"Senior Systems Administrator, SAP"
955,12 days ago,Thermo Fisher Scientific,The database developer intern will contribute to development and implementation of a biorepository database for sample management for developing oncology...,126e3afd205caa95,22be203551e16c55,7,"Austin, TX 73344",2018-10-29,20:50:09,Database Developer Intern
956,12 days ago,Thermo Fisher Scientific,"Operates and maintains one or more LC-mass spectrometer systems (e.g. Orbitrap LUMOS, Orbitrap-IDX, triple quadrupole LC-MS/MS systems) and one or more...",126e3afd205caa95,e135705a3ec5d629,8,"Grand Island, NY 14072",2018-10-29,20:50:09,"Staff Scientist, Metabolomics"
957,10 days ago,Thermo Fisher Scientific,"Chromeleon is a premier Chromatography Data System (CDS) which controls over 400 different LC, IC, GC, and MS instruments and accessories from more than 30...",126e3afd205caa95,7433d1fd0cbc3e23,9,"San Jose, CA 95134 (North San Jose area)",2018-10-29,20:50:09,"Director, Global Chromatography Data Systems"
958,10 days ago,Thermo Fisher Scientific,"Collaborate with the Database Engineers, Operations and Architects along with System and Networking Engineering’s on projects, architectural design...",126e3afd205caa95,9751efa50720350d,10,"Carlsbad, CA 92009",2018-10-29,20:50:09,Sr. Cloud Database Engineer
959,2 days ago,Bristol-Myers Squibb,Accountable for driving information and data architecture decisions for Commercial digital capabilities in alignment with enterprise information and data...,45f7e11d0973ee3a,c26d8bdc1d07698e,1,"New Brunswick, NJ 08903",2018-10-29,20:50:10,"Data Architecture, Commercial"
960,2 days ago,Bristol-Myers Squibb,"Programming experience in Perl, Python, R and working knowledge of Rosetta or similar computational packages. Scientist I, Modeling, Protein Engineering....",45f7e11d0973ee3a,a89e6b569c490445,2,"Redwood City, CA",2018-10-29,20:50:10,"Scientist I, Modeling- Protein Engineering (5)"
961,3 days ago,Bristol-Myers Squibb,"At least 1 to 2 years of SAS, R and/or data mining SQL programming experience in clinical and biomarker data integration with demonstrated expertise in...",45f7e11d0973ee3a,80eb80425bba5388,3,"Hopewell, NJ 08525",2018-10-29,20:50:10,Data Science Scientific Programmer
962,3 days ago,Bristol-Myers Squibb,"Digital Capability Management, Data Engineering, Enterprise Data Lake and Integration Technical delivery of BMS’s Enterprise Data Lake solutions in IDM...",45f7e11d0973ee3a,a735fd383bcf152c,4,"Plainsboro, NJ 08536",2018-10-29,20:50:10,"Digital Capability Management, Enterprise Data Lake and Data..."
963,5 days ago,Bristol-Myers Squibb,"SAP HANA, SQL, Oracle. The GPS (Global Product Development and Supply) Analytics team is a newly formed and growing team within Business Insights and Analytics...",45f7e11d0973ee3a,a33584e5c6118d52,5,"New Brunswick, NJ 08903",2018-10-29,20:50:10,Director of Quality Analytics
964,6 days ago,Bristol-Myers Squibb,"SAP HANA, SQL, Oracle. The GPS (Global Product Development and Supply) Analytics team is a newly formed and growing team within Business Insights and Analytics...",45f7e11d0973ee3a,b82f8d0e86426757,6,"New Brunswick, NJ 08903",2018-10-29,20:50:10,Director of Manufacturing Operations Analytics
965,6 days ago,Bristol-Myers Squibb,"Digital Capability Management, Data Engineering, Enterprise Data Lake and Integration Technical delivery of BMS’s Enterprise Data Lake solutions in IDM across...",45f7e11d0973ee3a,e152ca33d97bb5e2,7,"Tampa, FL 33602 (Downtown area)",2018-10-29,20:50:10,"Systems Development, Integration & Operations, Enterprise Da..."
966,11 days ago,Bristol-Myers Squibb,Key Responsibilities: Accountable for driving information and data architecture decisions for GPS (Global Product Development & Supply) digital capabilities...,45f7e11d0973ee3a,1be0972b9987e745,8,"New Brunswick, NJ 08903",2018-10-29,20:50:10,"Data Architecture, GPS"
967,11 days ago,Bristol-Myers Squibb,Key Responsibilities: Accountable for driving information and data architecture decisions for R&D; digital capabilities in alignment with enterprise...,45f7e11d0973ee3a,17ad8c75a532f9c5,9,"New Brunswick, NJ 08903",2018-10-29,20:50:10,"Data Architecture, R&D"
968,10 days ago,Bristol-Myers Squibb,Assist in building and maintaining data warehouse data integrations leveraging both MS SQL Integration services and Python technologies....,45f7e11d0973ee3a,8561e999d9e223e4,10,"Devens, MA 01434",2018-10-29,20:50:10,Associate Data Engineer
969,7 days ago,Halliburton,"Good knowledge of JBOSS, Node.JS, VDB and ETL tools. Experience in developing/customizing applications using Java, .Net, Python, R etc....",0e4554ac6dcff427,0943c2877e95df6e,1,"Houston, TX 77032",2018-10-29,20:50:11,"Consultant, Sr"
970,12 days ago,Halliburton,"Strong knowledge of relational databases such as Oracle, MySQL, Microsoft SQL server, Postgres SQL. Strong scripting ability in bash and/or Python....",0e4554ac6dcff427,8b072c77f8192d66,2,"Houston, TX 77032",2018-10-29,20:50:11,Sr. Data Engineer - Petrophysical Applications
971,30+ days ago,Halliburton,Minimum of 3 year experience in building classification or regression models using R or Python. This covered backend data processing skills including...,0e4554ac6dcff427,b2a0bd7b35b6528c,3,"Houston, TX 77032",2018-10-29,20:50:11,Data Scientist
972,30+ days ago,Halliburton,"Python, Powershell, JSON, JavaScript). We are looking for the right people — people who want to innovate, achieve, grow and lead....",0e4554ac6dcff427,2e81502165ebd484,4,"Houston, TX 77032",2018-10-29,20:50:11,DevOps/Configuration Management Engineer
973,6 days ago,Cummins Inc.,"Proficiency in, at least, one modern programming language such as C, C++, Objective C, or Java, Python. Cummins is a place big enough to coach and develop a...",6b27921c22410a0e,e29ff26b5a023740,1,"Columbus, IN",2018-10-29,20:50:14,Senior Software Developer
974,10 days ago,Cummins Inc.,"Proficiency in, at least, one modern programming language such as C, C , Objective C, or Java, Python. Cummins is a place big enough to coach and develop a...",6b27921c22410a0e,34d6616433b72e11,2,"Columbus, IN",2018-10-29,20:50:14,Software Engineering Leader
975,11 days ago,Cummins Inc.,"Proficiency in, at least, one modern programming language such as C, C++, Objective C, or Java, Python. Cummins is a place big enough to coach and develop a...",6b27921c22410a0e,71ba992df5bd55e0,3,"Columbus, IN",2018-10-29,20:50:14,Software Engineering Team Lead
976,30+ days ago,Cummins Inc.,"SQL database, Microsoft IIS, PowerShell, Windows and Unix (Solaris10)/Linux platform familiarity preferred. Cummins is a place big enough to coach and develop a...",6b27921c22410a0e,1bcaa9bf3714abc9,4,"Columbus, IN",2018-10-29,20:50:14,Software License Analyst
977,30+ days ago,"Cummins Power Systems, LLC.",Knowledge of SQL databases ( Oracle or MS SQL) a plus. Cummins is a place big enough to coach and develop a global workforce and create the world’s leading...,02fad34b323f13f7,aed752a2b554ab2c,5,"Columbus, IN",2018-10-29,20:50:14,DevOps Engineer
978,30+ days ago,Cummins Inc.,"Proficiency in, at least, one modern programming language such as C, C , Objective C, or Java, Python. Cummins is a place big enough to coach and develop a...",6b27921c22410a0e,c9a6cc8276891502,6,"Columbus, IN",2018-10-29,20:50:14,Software Engineering Lead
979,30+ days ago,Cummins Inc.,"Proficiency in, at least, one modern programming language such as C, C , Objective C, or Java, Python. Cummins is a place big enough to coach and develop a...",6b27921c22410a0e,754b99fd8eac9e44,7,"Columbus, IN",2018-10-29,20:50:14,Senior Software Engineer
980,30+ days ago,Cummins Inc.,"Cummins is a place big enough to coach and develop a global workforce and create the world’s leading clean, engine technology. We’re also small enough for you...",6b27921c22410a0e,2a27825fcbb0b3ed,8,"Columbus, IN",2018-10-29,20:50:14,Principal Data Scientist
981,1 day ago,"Advanced Micro Devices, Inc.","As the primary gatekeeper for firmware that goes out to customers, you need to identify the highest risks and work with the development team to get them...",14872b5be04c1bd6,6cea7f0a37534ed7,1,"Austin, TX",2018-10-29,20:50:15,SQA Lead 66608
982,1 day ago,"Advanced Micro Devices, Inc.",In this position you will develop applications to demonstrate our wireless devices; develop and support internal development tools; author internal design...,14872b5be04c1bd6,02bbb43b8235c2d1,2,"Austin, TX",2018-10-29,20:50:15,Firmware Applications Engineer 66946
983,1 day ago,"Advanced Micro Devices, Inc.","In this position, you will be responsible for developing customer facing tool(s) that run on Linux/PC and will be used to download, configure and tune...",14872b5be04c1bd6,a2e24ff20379bd8f,3,"Austin, TX",2018-10-29,20:50:15,Tools Engineer / Lead 66875
984,1 day ago,"Advanced Micro Devices, Inc.","This validation role, in coordination with the design team, will develop and execute validation testing on our 60 GHz wireless SoC. The ideal candidate...",14872b5be04c1bd6,83da170851157f6d,4,"Austin, TX",2018-10-29,20:50:15,SOC Lead Validation Engineer 66784
985,2 days ago,"Advanced Micro Devices, Inc.",Solutions Architects help AMD drive a new era of computing into the datacenter by engaging with key end users and independent software partners to...,14872b5be04c1bd6,12e52025585a64b4,5,"Bellevue, WA",2018-10-29,20:50:15,Field Application Engineer (GPU) - Seattle - 56925
986,2 days ago,"Advanced Micro Devices, Inc.",In this position you will develop PCBs for internal testing and external demonstrations; assist other team members with HW testing and lab work; author...,14872b5be04c1bd6,73f5e548be2b3d79,6,"Austin, TX",2018-10-29,20:50:15,Hardware Applications Engineer
987,2 days ago,"Advanced Micro Devices, Inc.","Member of a cross-site team owning development, enhancement, and deployment of AMD Architectural Verification Tools, including Random Instruction Generators...",14872b5be04c1bd6,a9cf2846b9555673,7,"Austin, TX",2018-10-29,20:50:15,Microprocessor Verification Engineer - SW Tools (#65784)
988,3 days ago,"Advanced Micro Devices, Inc.",The SerDes RTL team is looking for passionate and experienced Design Engineers for RTL Design and Firmware development of high speed SerDes IPs. You will...,14872b5be04c1bd6,149e388efb0a2792,8,"Santa Clara, CA",2018-10-29,20:50:15,Senior Staff SerDes/RTL Design Engineer (70250)
989,4 days ago,"Advanced Micro Devices, Inc.","All existing tools SW are open source, and you will have the opportunity to tackle interesting and challenging problems working with open technology stacks...",14872b5be04c1bd6,04e21dc43f151834,9,"Santa Clara, CA",2018-10-29,20:50:15,Sr. Tools Engineer - 69534
990,5 days ago,"Advanced Micro Devices, Inc.","Support overall compatibility, compliance, and test coverage of processors from product definition through product qualification and into high volume...",14872b5be04c1bd6,9c9d3333990a4081,10,"Austin, TX",2018-10-29,20:50:15,Co-Op Engineer - Spring 2019 (69856)
991,2 days ago,Molina Healthcare,"Strong knowledge of SQL 2005/2008 SSRS report development. Collects, validates, analyzes, and organizes data into meaningful reports for management decision...",61b6afe09a420e77,694592bd1d7ab894,1,"Long Beach, CA",2018-10-29,20:50:17,"Mgr, Healthcare Analytics"
